glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,n_points,n_strokes,stroke
78,名,540D,in_simplified_set,unicode_encoded,ming,42,5,"42,-64,0,-1,-14,-8,-4,-8,6,1,15,-64,0,-3,-11,-3,11,-64,0,1,-1,1,7,4,8,7,7,7,7,-64,0,7,-1,7,7,-64,0,1,2,7,2,-64,-64,,,,,,"
79,君,541B,in_simplified_set,unicode_encoded,jun,46,6,"46,-64,0,-4,-13,-4,9,-64,0,-3,-10,4,-3,5,7,-64,0,-1,-15,3,-9,-3,1,-64,0,-7,8,-7,14,-4,16,-1,14,-64,0,0,8,-1,14,-64,0,-7,11,-1,11,-64,-64,,,,,,"
80,命,547D,in_simplified_set,unicode_encoded,ming,44,6,"44,-64,0,-1,-16,-7,-5,-64,0,-1,-16,6,-4,-64,0,-5,-9,3,-9,-64,0,-2,-6,2,8,-5,11,-64,0,-5,11,-6,15,3,12,2,17,-64,0,-1,-3,-4,9,-64,-64,,,,,,"
81,召,53EC,in_simplified_set,unicode_encoded,zhao,166,24,"166,-64,0,-3,-15,1,-12,0,-9,-64,0,-2,-14,-3,-10,-64,0,-4,-8,-4,-5,-1,-4,-64,0,1,-8,1,-5,-1,-4,-64,0,-4,-7,1,-7,-64,0,-7,-13,-7,-8,-5,-7,-64,0,-7,-11,-5,-9,-64,0,4,-15,4,-10,3,-8,-64,0,4,-13,2,-12,-64,0,-4,-2,-4,7,-1,8,-64,0,2,-2,2,6,-1,8,-64,0,-4,-2,2,-2,-64,0,-4,1,1,1,-64,0,-4,3,1,3,-64,0,-8,-4,-8,5,-6,7,-64,0,-8,1,-6,3,-64,0,6,-5,6,7,2,9,-64,0,6,-2,3,0,-64,0,6,3,3,5,-64,0,-5,11,-5,16,-64,0,-5,11,2,11,2,16,-64,0,-4,13,1,13,-64,0,-1,11,-1,15,-64,0,-5,16,2,16,-64,-64,,,,,,"
82,問,554F,in_simplified_set,unicode_encoded,wen,84,13,"84,-64,0,-9,-13,-9,10,-64,0,-4,-11,-4,6,-64,0,-9,-11,-4,-11,-64,0,-9,-3,-4,-3,-64,0,-9,7,-4,6,-64,0,7,-13,7,10,-64,0,2,-11,2,5,-64,0,2,-11,7,-11,-64,0,2,-3,7,-3,-64,0,2,5,7,7,-64,0,-4,7,-4,13,0,14,-64,0,3,6,3,12,0,14,-64,0,-4,10,3,10,-64,-64,,,,,,"
83,唯,552F,in_simplified_set,unicode_encoded,wei,88,12,"88,-64,0,1,-16,-6,-9,-64,0,-1,-14,1,-10,-4,-2,-4,4,1,8,-64,0,-4,-11,9,-2,-64,0,1,-6,0,-1,-3,2,-64,0,0,-1,4,3,4,16,-64,0,0,-1,8,1,-64,0,4,3,8,5,-64,0,4,8,6,10,-64,0,1,3,1,8,-64,0,-11,-3,-11,3,-9,4,-8,3,-64,0,-8,-3,-8,3,-64,0,-11,0,-8,0,-64,-64,,,,,,"
84,启,542F,in_simplified_set,unicode_encoded,qi,54,8,"54,-64,0,-5,-15,-5,11,-64,0,0,-13,0,6,-64,0,-5,-11,0,-11,-64,0,-5,4,0,4,-64,0,-5,-4,0,-4,-64,0,-2,8,-2,13,1,15,4,13,-64,0,4,6,4,13,-64,0,-2,10,4,10,-64,-64,,,,,,"
85,咸,54B8,in_simplified_set,unicode_encoded,xian,60,9,"60,-64,0,-11,-11,8,-8,-64,0,-11,-11,-11,-3,-64,0,-11,-3,8,-8,-64,0,1,-13,1,13,-64,0,1,-13,7,-14,-64,0,-3,15,6,12,-64,0,-8,1,-8,7,-6,8,-3,7,-64,0,-3,1,-3,7,-64,0,-8,4,-3,4,-64,-64,,,,,,"
86,右,53F3,in_simplified_set,unicode_encoded,you,18,2,"18,-64,0,0,-16,0,-4,-9,6,-64,0,-5,-10,-1,2,-1,17,-64,-64,,,,,,"
87,吉,5409,in_simplified_set,unicode_encoded,ji,60,8,"60,-64,0,-1,-14,-8,2,-64,0,-1,-14,6,2,-64,0,-8,2,-4,2,-4,6,-64,0,-9,6,-4,6,-64,0,1,2,6,2,-64,0,1,2,1,6,6,6,-64,0,-9,9,6,9,-64,0,-9,6,-9,13,-1,15,6,13,6,6,-64,-64,,,,,,"
88,周,5468,in_simplified_set,unicode_encoded,zhou,62,10,"62,-64,0,-2,-13,-2,15,-64,0,-9,-10,-9,13,-64,0,-9,0,6,0,-64,0,6,-11,6,12,-64,0,-9,-7,6,-7,-64,0,-9,7,6,7,-64,0,-7,-3,-4,-3,-64,0,1,-4,4,-4,-64,0,-7,4,-3,4,-64,0,0,4,4,4,-64,-64,,,,,,"
89,唐,5510,in_simplified_set,unicode_encoded,tang,80,11,"80,-64,0,-1,-14,-1,9,-64,0,-5,-13,-1,-9,-64,0,3,-13,-1,-9,-64,0,-1,-9,-7,-5,-7,0,-1,2,-64,0,-1,-9,5,-5,5,-1,-1,2,-64,0,-7,-3,5,-3,-64,0,-7,0,-8,7,-64,0,5,-1,6,7,-64,0,-5,7,-5,14,-1,15,2,13,-64,0,2,6,2,13,-64,0,-5,10,2,10,-64,-64,,,,,,"
90,敋,654B,traditional_or_variant,unicode_encoded,ge,66,9,"66,-64,0,-8,-14,5,-14,-64,0,-5,-14,-2,-7,-64,0,1,-14,-2,-7,-64,0,-9,-6,3,-6,-64,0,-2,-7,-4,1,-64,0,-4,1,5,-2,3,7,4,12,2,17,-64,0,-5,6,-5,12,-2,13,0,12,-64,0,0,5,0,11,-64,0,-5,8,0,8,-64,-64,,,,,,"
91,吝,541D,in_simplified_set,unicode_encoded,lin,50,7,"50,-64,0,-2,-15,-2,-9,-9,-2,-64,0,-2,-9,7,-3,-64,0,3,-6,-10,9,-64,0,-5,-6,8,9,-64,0,-5,7,-5,13,-1,15,1,13,-64,0,1,6,1,13,-64,0,-5,9,1,9,-64,-64,,,,,,"
92,各,5404,in_simplified_set,unicode_encoded,ge,42,5,"42,-64,0,-1,-15,-7,-3,-64,0,-1,-15,0,-7,-3,1,-64,0,-4,-8,2,-2,2,8,-64,0,-6,10,4,10,-64,0,-6,7,-6,14,-1,16,4,14,4,6,-64,-64,,,,,,"
93,單,55AE,in_simplified_set,unicode_encoded,dan,78,11,"78,-64,0,-6,-15,-8,-10,-5,-7,-64,0,-6,-15,-3,-10,-5,-7,-64,0,4,-14,1,-10,3,-7,-64,0,4,-14,6,-10,3,-7,-64,0,-5,-7,-1,1,-64,0,3,-7,-1,1,-64,0,-6,1,-6,7,-64,0,-6,1,4,1,4,7,-64,0,-6,4,4,4,-64,0,-6,7,4,7,-64,0,-1,1,-1,17,-64,-64,,,,,,"
94,哭,54ED,in_simplified_set,unicode_encoded,ku,82,10,"82,-64,0,-2,-16,-2,2,3,9,-64,0,-6,-15,-6,-6,-2,-1,-64,0,2,-16,2,-10,3,-5,-2,-1,-64,0,-2,2,-3,5,-3,16,-64,0,-12,-10,-8,-10,-64,0,-12,-12,-12,-7,-10,-5,-8,-6,-64,0,-8,-12,-8,-7,-64,0,5,-9,9,-9,-64,0,5,-12,5,-6,7,-5,10,-6,10,-6,-64,0,10,-13,10,-6,-64,-64,,,,,,"
95,喪,55AA,in_simplified_set,unicode_encoded,sang,158,23,"158,-64,0,-1,-16,-3,-14,-64,0,-4,-15,-2,-12,-64,0,0,-15,-3,-8,-64,0,-5,-10,3,0,-64,0,3,0,-3,4,-1,16,-64,0,0,-11,1,-9,-64,0,3,-10,-1,-7,-64,0,-2,-3,-3,0,-64,0,-5,-1,-1,2,-64,0,-9,-11,-6,-11,-64,0,-9,-13,-9,-9,-7,-8,-6,-9,-64,0,-6,-13,-6,-9,-64,0,4,-10,7,-10,-64,0,4,-12,4,-8,6,-7,7,-8,-64,0,7,-13,7,-8,-64,0,-2,8,-8,15,-64,0,-2,8,6,11,-64,0,-9,3,-9,7,-7,8,-5,7,-64,0,-5,2,-5,7,-64,0,-9,4,-5,4,-64,0,3,5,7,5,-64,0,3,3,3,8,6,9,7,8,-64,0,7,3,7,8,-64,-64,,,,,,"
96,逺,903A,traditional_or_variant,unicode_encoded,yuan,54,8,"54,-64,0,-11,-8,1,-13,-64,0,-11,-8,-1,-7,7,-9,-64,0,-3,-11,-1,-4,9,-3,-64,0,-8,6,5,5,-64,0,-5,10,4,10,-64,0,-8,14,4,14,-64,0,-8,6,-8,14,-64,0,4,10,4,14,-64,-64,,,,,,"
97,止,6B62,in_simplified_set,unicode_encoded,zhi,34,5,"34,-64,0,-1,-11,-1,13,-64,0,-8,-2,-8,13,-64,0,-8,13,-1,13,-64,0,-8,5,3,2,3,2,-64,0,6,-14,3,2,-64,-64,,,,,,"
98,前,524D,in_simplified_set,unicode_encoded,qian,92,13,"92,-64,0,0,-13,-2,-8,-2,-4,-64,0,-3,-15,-4,-11,-1,-8,-64,0,3,-12,-2,-4,-64,0,-5,-2,-4,6,-6,14,-64,0,2,-2,0,6,1,16,-64,0,-4,6,0,6,-64,0,-5,8,0,8,-64,0,-8,-10,-8,-4,-12,3,-64,0,-8,4,-12,11,-64,0,-8,4,-9,14,-64,0,5,-11,4,-3,7,0,-64,0,4,6,4,16,-64,0,4,6,10,9,-64,-64,,,,,,"
99,歷,6B77,in_simplified_set,unicode_encoded,li,106,16,"106,-64,0,-6,-14,-6,5,-64,0,-6,-14,-2,-14,-2,-9,-64,0,-9,-13,-6,-10,-64,0,-3,-8,-6,-5,-64,0,-6,-2,-10,2,-64,0,-6,-2,-1,1,-64,0,3,-10,3,6,-64,0,4,-11,8,-11,8,-7,-64,0,0,-11,3,-7,-64,0,6,-5,3,-1,3,-1,-64,0,3,-1,-1,4,-64,0,4,1,8,4,-64,0,-2,7,-2,16,-64,0,-4,7,-4,11,0,11,-64,0,0,8,0,16,-64,0,-2,16,0,16,-64,-64,,,,,,"
100,歸,6B78,in_simplified_set,unicode_encoded,gui,82,13,"82,-64,0,-1,-15,3,-10,2,18,-64,0,-2,-10,3,-5,-64,0,-2,-5,3,0,-64,0,-3,-1,-3,7,-64,0,-3,3,7,3,-64,0,7,-1,7,7,-64,0,2,7,-3,13,-64,0,3,7,8,13,-64,0,-7,-14,-10,3,-64,0,-7,-13,-2,-11,-64,0,-2,-11,-8,-8,-64,0,-9,-6,-4,-4,-64,0,-4,-4,-10,3,-64,-64,,,,,,"
101,登,767B,in_simplified_set,unicode_encoded,deng,114,17,"114,-64,0,-1,-16,-5,-11,-64,0,-7,-14,-3,-7,-64,0,-4,-16,-3,-7,-64,0,0,-16,4,-12,-64,0,2,-15,2,-8,-64,0,5,-15,2,-8,-64,0,-7,-6,4,-6,-64,0,-7,-4,-1,-3,5,-4,-64,0,-7,-7,-7,1,-1,2,4,0,-64,0,5,-8,4,0,-64,0,-3,2,-4,9,-64,0,0,1,2,9,-64,0,-4,9,2,9,-64,0,-6,8,-11,17,-64,0,-7,5,-9,10,-6,13,-64,0,3,7,7,17,-64,0,6,4,6,10,2,13,-64,-64,,,,,,"
102,癹,7679,traditional_or_variant,unicode_encoded,ba,66,10,"66,-64,0,-2,-13,-2,7,-64,0,-11,-16,-4,-9,-64,0,-7,-16,-6,-4,-64,0,-4,-13,-6,-4,-64,0,8,-3,3,0,-64,0,1,-3,4,7,-64,0,5,-4,4,7,-64,0,-3,-2,-7,5,-1,12,-64,0,9,-9,8,-3,-64,0,-2,2,-7,10,-8,18,-64,-64,,,,,,"
103,步,6B65,in_simplified_set,unicode_encoded,bu,132,20,"132,-64,0,-1,-14,-2,-5,-64,0,0,2,0,7,-3,9,-64,0,-4,7,-2,14,-64,0,-1,6,-2,14,-64,0,-12,-2,-7,-2,-64,0,-12,-2,-12,1,-5,1,-64,0,-9,-2,-8,2,-5,3,-64,0,2,-3,7,-3,-64,0,2,-3,2,-1,9,-1,-64,0,5,-3,5,1,9,1,-64,0,-4,-13,-2,-5,-64,0,-3,-10,3,-13,-64,0,-14,-5,-6,-5,-64,0,-6,-14,-6,-5,-64,0,-13,5,-5,5,-64,0,-5,5,-6,13,-64,0,4,-14,4,-7,-64,0,4,-7,8,-7,-64,0,4,5,11,5,-64,0,4,5,4,14,-64,-64,,,,,,"
104,歳,6B73,in_simplified_set,unicode_encoded,sui,72,11,"72,-64,0,-7,-15,0,-10,-64,0,-2,-13,-2,-5,-64,0,1,-13,-2,-5,-64,0,-10,-3,9,-4,-64,0,6,-14,8,-10,8,2,6,8,-64,0,-9,-7,-5,-7,-64,0,-6,-7,-6,15,-64,0,-9,15,-2,15,-64,0,-2,3,6,0,-64,0,-2,0,0,9,-64,0,1,-1,0,9,-64,-64,,,,,,"
105,此,6B64,in_simplified_set,unicode_encoded,ci,36,5,"36,-64,0,0,-14,1,-5,-2,-1,0,13,-64,0,1,-5,8,4,-64,0,-7,-3,-4,12,-64,0,-11,3,-4,12,-64,0,-9,5,-3,-4,-64,-64,,,,,,"
106,正,6B63,in_simplified_set,unicode_encoded,zheng,52,8,"52,-64,0,-3,-14,-3,-2,-64,0,-3,-14,8,-14,8,-5,-64,0,-3,-5,8,-5,-64,0,-7,3,-7,14,-64,0,-2,1,-2,11,-64,0,-7,14,-2,11,-64,0,-7,9,2,5,-64,0,2,-1,2,5,-64,-64,,,,,,"
107,辵,8FB5,in_simplified_set,unicode_encoded,chuo,62,9,"62,-64,0,-4,-6,-1,2,-64,0,-1,-9,-1,2,-64,0,-3,-4,2,-7,3,-10,-64,0,-6,-14,-6,-3,-9,1,-64,0,-6,2,-11,9,-64,0,-7,4,-7,12,-64,0,5,-13,5,-1,10,2,-64,0,3,5,3,15,-64,0,3,5,8,7,-64,-64,,,,,,"
108,征,5F81,in_simplified_set,unicode_encoded,zheng,66,9,"66,-64,0,-3,-14,4,-14,-64,0,-3,-15,-3,-9,1,-8,4,-9,4,-16,-64,0,-3,-3,1,8,-64,0,3,-5,1,8,-64,0,-2,0,6,-1,6,-1,-64,0,6,-1,6,-8,-64,0,-8,-8,-5,-2,-9,3,-64,0,-5,4,-8,12,-64,0,-5,3,-1,17,-64,-64,,,,,,"
109,遝,905D,in_simplified_set,unicode_encoded,ta,72,9,"72,-64,0,-11,-12,-1,-7,9,-5,-64,0,-5,-11,-2,-8,2,-10,-64,0,-7,-7,-9,0,-6,6,-6,11,-6,11,-64,0,3,-1,1,6,-6,11,-64,0,-1,-2,-3,3,-1,7,-64,0,-10,-6,-12,0,-64,0,-5,-8,-5,-2,-64,0,4,-3,9,0,-64,0,-11,-12,4,-10,9,-6,-64,-64,,,,,,"
110,颌,988C,traditional_or_variant,unicode_encoded,he,82,12,"82,-64,0,0,-15,-3,-4,-64,0,0,-15,6,-5,-64,0,-2,-9,3,-9,-64,0,-1,-2,3,-2,-64,0,-1,-3,0,3,3,3,4,-5,-64,0,-1,5,3,16,-64,0,3,5,3,16,3,16,-64,0,0,8,6,6,-64,0,7,0,6,5,-64,0,-8,-13,-6,-4,-11,3,-64,0,-4,2,-11,10,-64,0,-4,3,-5,13,-64,-64,,,,,,"
111,逆,9006,in_simplified_set,unicode_encoded,ni,80,11,"80,-64,0,-7,-15,-7,-9,-4,-6,-64,0,-2,-15,-2,-9,-4,-6,-64,0,-4,-6,-4,4,-64,0,-7,-5,-7,0,-4,1,-64,0,-4,6,-3,15,-64,0,-1,7,-3,15,-64,0,-8,4,-7,8,-2,9,-64,0,2,-13,2,-5,10,-2,-64,0,-1,-5,-1,1,-4,1,-64,0,2,-2,2,11,-64,0,2,-2,8,3,-64,-64,,,,,,"
112,遘,9058,in_simplified_set,unicode_encoded,gou,110,16,"110,-64,0,-1,-15,-1,-9,1,-7,-64,0,4,-15,4,-10,1,-7,-64,0,-5,-13,2,-11,-64,0,7,-14,2,-11,-64,0,-4,-6,7,-6,-64,0,1,-7,1,-4,-1,-2,-1,6,-64,0,1,-4,5,-2,-64,0,5,-2,5,4,-64,0,1,-1,-3,4,-64,0,2,-1,8,3,-64,0,-1,7,1,18,-64,0,2,7,1,17,-64,0,6,5,5,8,0,10,-64,0,-7,-12,-7,-5,-9,0,-64,0,-5,-2,-10,5,-64,0,-6,-1,-6,10,-64,-64,,,,,,"
113,通,901A,in_simplified_set,unicode_encoded,tong,82,12,"82,-64,0,4,-16,1,-13,1,3,-64,0,6,-12,6,1,-64,0,-2,-12,-3,3,-64,0,-2,-3,5,-3,-64,0,-3,0,6,0,-64,0,2,-10,6,-8,-64,0,2,6,4,15,-64,0,-2,6,0,12,4,15,-64,0,5,5,5,8,0,10,-64,0,-6,-11,-6,-1,-10,4,-64,0,-4,3,-10,9,-64,0,-5,5,-5,14,-64,-64,,,,,,"
114,還,9084,in_simplified_set,unicode_encoded,hai,112,15,"112,-64,0,-6,-7,-4,-11,0,-11,3,-11,-64,0,-6,-7,-3,-7,3,-11,-64,0,-3,-11,-4,-9,-2,-8,-64,0,-3,-11,-1,-11,-1,-10,-2,-8,-64,0,-5,4,3,4,-64,0,-1,0,-1,13,-64,0,-1,4,-4,12,-64,0,-9,-12,-8,-4,-13,1,-64,0,-7,1,-12,6,-64,0,-8,2,-8,13,-64,0,-5,-13,-3,-13,-2,-12,-64,0,-1,-14,1,-14,1,-11,-64,0,4,-12,5,-2,11,0,-64,0,5,2,5,14,-64,0,5,2,10,6,-64,-64,,,,,,"
115,遣,9063,in_simplified_set,unicode_encoded,qian,80,10,"80,-64,0,0,-9,3,2,-2,9,-64,0,0,-9,-3,-3,3,2,-64,0,3,2,-2,4,-2,9,-64,0,0,-14,6,-2,-64,0,5,-17,6,-10,2,-6,-64,0,-4,-9,-6,-4,-6,0,-64,0,-7,-16,-8,-6,-4,-4,-64,0,-5,11,4,11,-64,0,-6,8,-4,15,0,16,3,14,3,14,-64,0,4,7,3,14,-64,-64,,,,,,"
116,逹,9039,in_simplified_set,unicode_encoded,da,80,12,"80,-64,0,2,-12,2,-8,-64,0,2,-8,-2,-4,-64,0,2,-8,7,-5,-64,0,2,-8,2,-2,-64,0,2,-2,-2,2,-64,0,2,-2,6,2,-64,0,0,5,0,12,4,11,-64,0,3,4,4,11,-64,0,0,8,5,7,6,3,-64,0,-4,-8,-4,-3,-8,2,-64,0,-4,3,-8,8,-64,0,-5,4,-5,13,-64,-64,,,,,,"
117,追,8FFD,in_simplified_set,unicode_encoded,zhui,44,5,"44,-64,0,1,-13,-5,-4,0,6,-64,0,1,-13,3,-9,-5,-4,-64,0,-5,-4,2,0,0,6,-64,0,-3,8,-3,15,1,13,1,7,-64,0,-3,11,4,7,6,1,-64,-64,,,,,,"
118,逐,9010,in_simplified_set,unicode_encoded,zhu,124,17,"124,-64,0,-6,-3,-6,-7,6,-7,-64,0,-2,-7,-3,-4,-1,-2,-1,-2,1,-4,0,-7,-64,0,-3,-13,-4,-10,-2,-7,-64,0,-1,-12,-4,-10,-64,0,-1,-10,-3,-9,-64,0,3,-13,0,-8,-64,0,1,-13,2,-11,-64,0,0,-12,1,-10,-64,0,-1,-10,0,-9,-64,0,-1,-2,-6,2,-8,8,-8,8,-64,0,4,0,5,8,-64,0,-6,2,-1,2,4,0,-64,0,-7,6,4,4,-64,0,-8,7,-4,9,-64,0,1,8,1,14,0,16,-64,0,-2,9,0,16,-64,0,-1,11,7,9,-64,-64,,,,,,"
119,至,81F3,traditional_or_variant,unicode_encoded,zhi,90,11,"90,-64,0,-2,-8,0,-13,5,-5,3,-1,0,-5,5,-13,7,-10,-64,0,3,-1,3,8,-64,0,-2,3,-1,-1,3,2,6,-2,7,2,7,2,-64,0,0,3,3,5,-64,0,3,5,5,3,-64,0,-2,9,1,15,-64,0,1,9,1,15,-64,0,-1,11,4,9,-64,0,-5,-14,-4,-7,-7,-2,-7,-2,-64,0,-3,0,-7,9,-64,0,-4,3,-4,9,-64,-64,,,,,,"
120,逴,9034,in_simplified_set,unicode_encoded,chuo,60,8,"60,-64,0,3,-13,1,-5,-64,0,1,-5,-3,-1,2,2,5,-2,1,-5,-64,0,2,2,3,13,-64,0,2,-10,6,-8,-64,0,-1,5,3,8,7,1,-64,0,-4,-11,-4,-4,-9,2,-64,0,-3,3,-7,10,-64,0,-4,5,-3,13,-64,-64,,,,,,"
121,迂,8FC2,traditional_or_variant,unicode_encoded,yu,42,6,"42,-64,0,-6,-13,7,-13,-64,0,-5,-8,7,-8,-64,0,1,-13,1,-3,-3,2,-64,0,-3,6,0,15,-64,0,0,3,1,11,0,15,-64,0,-2,9,7,2,-64,-64,,,,,,"
122,進,9032,in_simplified_set,unicode_encoded,jin,62,7,"62,-64,0,-3,-14,5,-14,5,-10,-64,0,-2,-10,5,-10,-64,0,-2,-10,-2,-1,-5,-3,-64,0,0,-14,6,-7,6,5,-64,0,-2,-7,2,-3,2,5,-64,0,-6,3,-6,9,0,9,0,9,-64,0,-3,7,-3,13,0,13,0,6,0,6,-64,-64,,,,,,"
123,途,9014,in_simplified_set,unicode_encoded,tu,60,9,"60,-64,0,0,-16,-6,-5,-64,0,0,-16,7,-7,-64,0,-3,-11,4,-11,-64,0,-4,-8,5,-9,-64,0,0,-13,0,3,-64,0,-3,-6,0,-2,3,-6,-64,0,-4,3,2,7,-64,0,0,4,0,9,1,12,-64,0,3,3,1,12,-64,-64,,,,,,"
124,德,5FB7,in_simplified_set,unicode_encoded,de,58,8,"58,-64,0,-4,-1,-3,-8,10,-8,-64,0,0,-8,0,-3,5,-3,5,-8,-64,0,-4,-4,0,-4,-64,0,10,-8,5,-5,-64,0,2,-15,2,-8,-64,0,-6,-1,-11,4,-64,0,-7,0,-7,10,-64,0,-7,-11,-7,-5,-9,-2,-64,-64,,,,,,"
125,復,5FA9,traditional_or_variant,unicode_encoded,fu,74,11,"74,-64,0,-3,-9,-3,1,-64,0,-3,-9,3,-9,-64,0,3,-9,3,1,-64,0,-3,1,3,1,-64,0,-2,-13,-2,-9,-64,0,-2,-13,2,-13,2,-9,-64,0,-1,1,-1,5,2,5,-64,0,2,1,2,5,-64,0,0,5,-2,11,-64,0,0,6,1,6,-1,13,-64,0,-1,7,6,16,-64,-64,,,,,,"
126,往,5F80,in_simplified_set,unicode_encoded,wang,46,7,"46,-64,0,-6,0,7,0,-64,0,-3,-8,0,0,-64,0,1,-11,1,-4,0,0,-64,0,-2,-5,6,-10,-64,0,0,0,-4,13,-64,0,0,0,4,12,-64,0,-7,13,8,12,-64,-64,,,,,,"
127,彶,5F76,in_simplified_set,unicode_encoded,ji,52,7,"52,-64,0,3,-14,2,-9,-2,-4,-64,0,2,-9,4,-4,2,1,1,14,-64,0,2,2,6,6,2,11,-64,0,2,5,7,12,-64,0,-1,3,-6,10,-64,0,-2,5,-2,12,-64,0,-3,-11,-7,0,-64,-64,,,,,,"
128,逢,9022,traditional_or_variant,unicode_encoded,feng,60,9,"60,-64,0,2,-12,4,-4,-64,0,2,-12,-2,-4,-64,0,-4,-6,3,-7,-64,0,3,-2,3,12,-64,0,0,-1,3,2,5,-1,-64,0,-1,1,3,6,7,1,-64,0,-3,-1,-7,5,-64,0,-2,4,-6,11,-64,0,-3,6,-3,13,-64,-64,,,,,,"
129,避,907F,in_simplified_set,unicode_encoded,bi,64,9,"64,-64,0,0,-14,3,-6,0,-1,-2,10,-64,0,1,-11,-2,-7,-64,0,-1,3,6,-2,-64,0,1,2,5,5,5,-1,-64,0,1,7,9,2,-64,0,5,4,7,8,2,14,-64,0,-4,-12,-7,-4,-64,0,-4,1,-8,7,-64,0,-5,3,-5,12,-64,-64,,,,,,"
130,得,5F97,in_simplified_set,unicode_encoded,de,90,13,"90,-64,0,1,-14,-3,-7,0,-1,-64,0,3,-13,7,-6,5,-2,-64,0,1,-14,1,-10,-64,0,3,-13,3,-11,-64,0,1,-5,0,-1,-64,0,3,-5,5,-2,-64,0,-2,-9,5,-9,-64,0,-2,-6,6,-7,-64,0,3,-3,5,2,-1,8,-64,0,-1,1,5,6,6,13,-64,0,-6,-16,-6,-10,-8,-6,-64,0,-3,-2,-8,4,-64,0,-4,0,-3,9,-64,-64,,,,,,"
131,律,5F8B,in_simplified_set,unicode_encoded,lv,54,8,"54,-64,0,2,-10,2,4,-64,0,2,-4,-1,1,-64,0,2,-4,6,1,-64,0,5,-13,7,-10,2,-4,-64,0,3,-11,9,-1,-64,0,-3,4,-2,15,-64,0,-2,1,-7,9,-64,0,-3,-10,-3,-4,-7,3,-64,-64,,,,,,"
132,御,5FA1,in_simplified_set,unicode_encoded,yu,94,12,"94,-64,0,0,-14,0,1,-64,0,0,-12,-3,-10,0,-8,2,-10,0,-12,-64,0,0,-8,-3,-5,0,-3,3,-5,0,-8,-64,0,-3,6,1,12,-64,0,1,12,1,7,-1,4,-64,0,-2,8,3,4,3,0,-64,0,5,-10,4,0,-64,0,5,-5,7,-2,4,2,-64,0,4,-2,9,5,-64,0,-5,0,-5,9,-64,0,-4,-2,-8,4,-64,0,-5,-10,-5,-6,-8,-2,-64,-64,,,,,,"
133,延,5EF6,traditional_or_variant,unicode_encoded,yan,40,5,"40,-64,0,1,-15,1,2,5,2,5,-10,-64,0,1,-6,7,-7,7,-14,-64,0,-3,-15,-3,-6,-7,-1,-64,0,-2,-2,-7,4,-64,0,-3,-1,-3,10,-64,-64,,,,,,"
134,行,884C,in_simplified_set,unicode_encoded,xing,42,6,"42,-64,0,-3,-12,-3,-3,-10,-3,-64,0,-3,3,-3,12,-64,0,-9,4,-3,3,-64,0,3,-11,3,-2,9,-2,-64,0,3,13,3,3,-64,0,3,3,9,3,-64,-64,,,,,,"
135,衛,885B,traditional_or_variant,unicode_encoded,wei,100,14,"100,-64,0,3,-11,-3,-7,-64,0,-3,-7,4,-8,-64,0,2,-13,0,-10,0,-8,-64,0,-3,-2,4,-2,-64,0,1,-4,1,4,-2,6,-64,0,1,0,-2,3,-64,0,-3,8,3,7,3,10,-64,0,-3,11,3,10,-64,0,0,8,0,12,-4,16,-64,0,-6,-11,-5,-4,-9,0,-64,0,-3,-1,-9,6,-64,0,-5,1,-5,8,-64,0,5,-11,5,-4,9,-2,-64,0,5,10,5,-1,9,4,-64,-64,,,,,,"
136,齒,9F52,traditional_or_variant,unicode_encoded,chi,66,8,"66,-64,0,-7,-8,-7,8,-64,0,7,-8,7,8,-64,0,-7,-8,7,-8,-64,0,-7,8,7,8,-64,0,-4,-8,-4,-3,-1,-3,-1,-8,-64,0,1,-8,1,-3,4,-3,4,-8,-64,0,-4,8,-4,4,-1,4,-1,8,-64,0,1,8,1,4,5,4,5,8,-64,-64,,,,,,"
137,足,8DB3,in_simplified_set,unicode_encoded,zu,46,7,"46,-64,0,-7,-14,-7,-3,-64,0,7,-14,7,-3,-64,0,-7,-14,7,-14,-64,0,-7,-3,7,-3,-64,0,0,-2,-3,15,-64,0,-7,2,-3,15,-64,0,-6,6,4,3,5,-1,-64,-64,,,,,,"
138,跽,8DFD,in_simplified_set,unicode_encoded,ji,46,7,"46,-64,0,-7,-10,9,-10,-64,0,-7,-4,5,-4,-64,0,-7,1,5,1,-64,0,-7,-10,-7,-4,-64,0,5,-4,5,1,-64,0,11,1,-3,11,-64,0,9,7,-8,7,1,14,-64,-64,,,,,,"
139,品,54C1,in_simplified_set,unicode_encoded,pin,56,6,"56,-64,0,0,-13,0,-6,4,-5,8,-6,8,-14,-64,0,0,-11,8,-11,-64,0,3,1,3,7,7,8,10,7,10,-1,-64,0,3,3,10,3,-64,0,-9,4,-9,11,-5,12,-3,11,-3,4,-64,0,-9,7,-3,7,-64,-64,,,,,,"
140,龠,9FA0,in_simplified_set,unicode_encoded,yue,68,7,"68,-64,0,-7,-12,-7,-5,-4,-4,-2,-5,-2,-15,-64,0,-7,-9,-2,-9,-64,0,2,-11,2,-5,4,-4,7,-5,7,-11,-64,0,2,-9,7,-9,-64,0,-4,-4,-4,15,-64,0,4,-4,4,13,-64,0,-10,3,-5,0,0,-1,5,0,9,3,2,6,-5,6,-10,3,-64,-64,,,,,,"
